Number	Month	Day	Hour	Minute	Second	Easting (m)	Northing (m)	Depth (m)	Magnitude Mw
7478	11 	22 	13 	49 	35.918 	3210 	3840 	3230 	0.010 
7479	11 	22 	13 	50 	47.114 	3600 	3930 	3170 	-0.320 
7480	11 	22 	13 	50 	56.323 	3210 	4020 	3710 	-0.010 
7481	11 	22 	13 	51 	30.613 	3240 	3990 	3260 	-0.130 
7482	11 	22 	13 	52 	22.091 	3240 	3960 	3410 	-0.210 
7483	11 	22 	13 	52 	27.537 	3180 	3960 	3470 	-0.230 
7484	11 	22 	13 	52 	34.841 	3120 	3840 	3410 	0.080 
7485	11 	22 	13 	54 	7.597 	3210 	3930 	3470 	0.180 
7486	11 	22 	13 	54 	17.416 	3210 	3930 	3440 	0.740 
7487	11 	22 	13 	54 	49.631 	3570 	3900 	3680 	0.080 
7488	11 	22 	13 	55 	13.435 	3390 	3870 	3350 	0.160 
7489	11 	22 	13 	55 	30.851 	3780 	4110 	3500 	-0.160 
7490	11 	22 	13 	57 	28.185 	3270 	4080 	3410 	0.020 
7491	11 	22 	13 	57 	47.503 	3240 	4020 	3260 	-0.100 
7492	11 	22 	13 	57 	55.664 	3270 	4050 	3440 	-0.130 
7493	11 	22 	13 	58 	44.654 	3270 	3960 	3410 	-0.250 
7494	11 	22 	13 	59 	38.533 	3570 	3930 	3140 	-0.540 
7495	11 	22 	14 	0 	20.508 	3240 	4020 	3560 	-0.770 
7496	11 	22 	14 	4 	11.528 	3180 	3930 	3680 	0.070 
7497	11 	22 	14 	4 	35.354 	3240 	4020 	3260 	-0.060 
7498	11 	22 	14 	6 	34.022 	3540 	3900 	3320 	0.210 
7499	11 	22 	14 	7 	31.598 	3150 	3840 	3260 	-0.070 
7500	11 	22 	14 	7 	35.559 	3150 	3840 	3440 	-0.120 
7501	11 	22 	14 	8 	44.514 	3210 	3930 	3350 	0.420 
7502	11 	22 	14 	9 	18.287 	3270 	3960 	3290 	-0.230 
7503	11 	22 	14 	9 	22.557 	3270 	3990 	3500 	-0.230 
7504	11 	22 	14 	10 	54.291 	3210 	3960 	3590 	-0.260 
7505	11 	22 	14 	11 	51.584 	3390 	3900 	3530 	-0.110 
7506	11 	22 	14 	12 	29.774 	3270 	4050 	3230 	-0.240 
7507	11 	22 	14 	12 	57.887 	3240 	4050 	3440 	-0.040 
7508	11 	22 	14 	13 	2.276 	3210 	4050 	3530 	-0.200 
7509	11 	22 	14 	13 	18.683 	3180 	3960 	3710 	-0.150 
7510	11 	22 	14 	13 	54.492 	3240 	3990 	3500 	-0.350 
7511	11 	22 	14 	16 	5.531 	4140 	4530 	3440 	0.980 
7512	11 	22 	14 	17 	15.577 	3570 	3900 	3350 	-0.070 
7513	11 	22 	14 	20 	18.812 	3180 	3870 	3500 	0.000 
7514	11 	22 	14 	22 	19.243 	3180 	3900 	3410 	0.040 
7515	11 	22 	14 	22 	53.441 	3150 	3840 	3620 	0.140 
7516	11 	22 	14 	23 	17.576 	4170 	4830 	3200 	-0.210 
7517	11 	22 	14 	25 	1.729 	3210 	3960 	3410 	0.730 
7518	11 	22 	14 	27 	22.479 	3240 	3990 	3560 	-0.150 
7519	11 	22 	14 	28 	46.437 	3210 	3990 	3590 	-0.080 
7520	11 	22 	14 	29 	32.279 	3480 	4260 	3140 	-0.160 
7521	11 	22 	14 	33 	43.630 	3150 	3780 	3350 	0.000 
7522	11 	22 	14 	35 	59.844 	3240 	4020 	3890 	0.490 
7523	11 	22 	14 	37 	41.387 	3570 	3960 	3530 	-0.170 
7524	11 	22 	14 	38 	5.418 	3240 	4020 	3470 	-0.030 
7525	11 	22 	14 	40 	4.428 	3210 	3900 	3230 	0.280 
7526	11 	22 	14 	41 	11.066 	3300 	4080 	3290 	-0.030 
7527	11 	22 	14 	42 	11.272 	3210 	3840 	3380 	-0.160 
7528	11 	22 	14 	43 	52.538 	3600 	3930 	3200 	-0.240 
7529	11 	22 	14 	46 	59.217 	3030 	3780 	3440 	-0.180 
7530	11 	22 	14 	47 	22.546 	3180 	3870 	3290 	0.070 
7531	11 	22 	14 	49 	7.483 	4170 	4500 	3470 	-0.140 
7532	11 	22 	14 	49 	21.300 	3210 	4080 	3770 	-0.180 
7533	11 	22 	14 	52 	20.885 	3210 	3930 	3770 	0.560 
7534	11 	22 	14 	52 	30.330 	3180 	3930 	3470 	0.360 
7535	11 	22 	14 	55 	39.831 	3210 	3930 	3410 	0.490 
7536	11 	22 	14 	56 	12.670 	4140 	4740 	3320 	0.190 
7537	11 	22 	14 	56 	37.333 	4080 	4710 	3320 	-0.090 
7538	11 	22 	14 	57 	53.347 	3210 	4080 	3560 	-0.220 
7539	11 	22 	14 	58 	21.522 	4110 	4710 	3470 	-0.140 
7540	11 	22 	15 	2 	4.710 	3240 	4020 	3470 	-0.150 
7541	11 	22 	15 	3 	14.455 	3240 	4050 	3530 	-0.330 
7542	11 	22 	15 	5 	28.415 	3240 	3990 	3350 	0.240 
7543	11 	22 	15 	6 	19.030 	4200 	4470 	3140 	-0.040 
7544	11 	22 	15 	7 	26.015 	4230 	4620 	3230 	-0.110 
7545	11 	22 	15 	7 	42.437 	3270 	4080 	3440 	-0.130 
7546	11 	22 	15 	8 	36.560 	3240 	4020 	3350 	-0.170 
7547	11 	22 	15 	8 	45.683 	3150 	3870 	3560 	-0.170 
7548	11 	22 	15 	8 	47.487 	3150 	3840 	3350 	-0.060 
7549	11 	22 	15 	9 	24.878 	3270 	4050 	3590 	-0.080 
7550	11 	22 	15 	10 	11.197 	3240 	3990 	3140 	-0.110 
7551	11 	22 	15 	10 	27.106 	4320 	4770 	3590 	-0.060 
7552	11 	22 	15 	11 	20.619 	3180 	3780 	3530 	-0.150 
7553	11 	22 	15 	11 	28.960 	3300 	4080 	3140 	-0.180 
7554	11 	22 	15 	13 	24.214 	3510 	4440 	3410 	-0.170 
7555	11 	22 	15 	13 	59.712 	3210 	3930 	3500 	-0.170 
7556	11 	22 	15 	16 	53.447 	3210 	3930 	3380 	0.320 
7557	11 	22 	15 	16 	58.250 	3030 	3780 	3260 	0.010 
7558	11 	22 	15 	17 	10.821 	3210 	3930 	3350 	nan
7559	11 	22 	15 	17 	16.176 	3210 	3930 	3350 	0.160 
7560	11 	22 	15 	19 	7.236 	4140 	4500 	3350 	0.020 
7561	11 	22 	15 	19 	13.474 	3180 	3930 	3230 	-0.150 
7562	11 	22 	15 	19 	43.028 	3330 	4110 	3140 	-0.140 
7563	11 	22 	15 	22 	18.978 	3180 	3930 	3530 	-0.180 
7564	11 	22 	15 	23 	8.362 	4260 	4740 	3440 	-0.110 
7565	11 	22 	15 	24 	39.437 	3150 	3870 	3710 	0.100 
7566	11 	22 	15 	27 	37.931 	3270 	4080 	3350 	-0.170 
7567	11 	22 	15 	30 	23.749 	3210 	3990 	3410 	0.290 
7568	11 	22 	15 	30 	38.163 	3330 	3630 	3410 	0.590 
7569	11 	22 	15 	33 	15.047 	4170 	4740 	3230 	nan
7570	11 	22 	15 	35 	26.860 	3240 	3960 	3410 	0.690 
7571	11 	22 	15 	36 	20.198 	3240 	3990 	3380 	0.190 
7572	11 	22 	15 	38 	29.455 	3060 	3900 	3500 	0.010 
7573	11 	22 	15 	41 	26.180 	3210 	3810 	3320 	0.080 
7574	11 	22 	15 	41 	38.042 	4020 	4620 	3200 	-0.100 
7575	11 	22 	15 	42 	49.833 	4050 	4710 	3170 	-0.150 
7576	11 	22 	15 	43 	23.494 	3210 	3900 	3830 	0.100 
7577	11 	22 	15 	43 	25.958 	3210 	3870 	3170 	0.090 
7578	11 	22 	15 	49 	51.260 	3420 	3960 	3320 	-0.140 
7579	11 	22 	15 	51 	34.459 	3210 	3900 	3620 	0.260 
7580	11 	22 	15 	55 	9.605 	2970 	3810 	3200 	-0.070 
7581	11 	22 	15 	58 	30.758 	3210 	3960 	3470 	0.640 
7582	11 	22 	16 	1 	41.945 	4260 	4740 	3320 	0.310 
7583	11 	22 	16 	5 	11.386 	4020 	4650 	3230 	-0.070 
7584	11 	22 	16 	5 	50.179 	3180 	3870 	3290 	-0.120 
7585	11 	22 	16 	8 	5.860 	3240 	3960 	3470 	0.000 
7586	11 	22 	16 	8 	32.040 	3240 	4020 	3440 	-0.310 
7587	11 	22 	16 	10 	43.471 	3240 	4050 	3500 	-0.170 
7588	11 	22 	16 	12 	2.289 	3240 	4050 	3530 	-0.020 
7589	11 	22 	16 	13 	26.320 	3180 	3870 	3470 	-0.200 
7590	11 	22 	16 	13 	43.079 	3240 	3990 	3200 	-0.290 
7591	11 	22 	16 	16 	6.003 	3330 	3510 	3560 	-0.070 
7592	11 	22 	16 	16 	40.977 	3210 	3480 	3260 	-0.250 
7593	11 	22 	16 	21 	41.175 	3240 	3960 	3440 	-0.480 
7594	11 	22 	16 	21 	57.484 	3210 	3930 	3440 	-0.260 
7595	11 	22 	16 	22 	35.498 	4260 	4770 	3320 	0.960 
7596	11 	22 	16 	23 	42.091 	4050 	4650 	3440 	-0.270 
7597	11 	22 	16 	26 	58.169 	4110 	4440 	3500 	0.300 
7598	11 	22 	16 	28 	6.153 	3690 	3810 	3320 	-0.360 
7599	11 	22 	16 	29 	41.615 	3180 	3870 	3320 	-0.120 
7600	11 	22 	16 	33 	40.833 	4080 	4710 	3410 	-0.200 
7601	11 	22 	16 	34 	11.586 	3690 	3840 	3290 	-0.160 
7602	11 	22 	16 	35 	0.948 	3210 	4020 	3470 	-0.050 
7603	11 	22 	16 	36 	33.977 	3240 	3900 	3200 	0.000 
7604	11 	22 	16 	37 	20.293 	3240 	3990 	3380 	0.260 
7605	11 	22 	16 	37 	28.364 	3660 	3810 	3560 	-0.060 
7606	11 	22 	16 	37 	54.829 	3030 	3870 	3200 	-0.140 
7607	11 	22 	16 	39 	13.445 	3180 	3930 	3500 	-0.230 
7608	11 	22 	16 	40 	36.037 	3660 	3810 	3470 	-0.200 
7609	11 	22 	16 	41 	27.769 	3180 	3870 	3380 	-0.220 
7610	11 	22 	16 	43 	22.862 	3180 	3870 	3680 	0.520 
7611	11 	22 	16 	43 	48.701 	3150 	3900 	3380 	-0.020 
7612	11 	22 	16 	44 	38.319 	3360 	3900 	3380 	-0.250 
7613	11 	22 	16 	50 	40.094 	3120 	3870 	3230 	-0.050 
7614	11 	22 	16 	50 	58.235 	4110 	4410 	3470 	0.000 
7615	11 	22 	16 	51 	24.119 	3660 	3810 	3440 	-0.370 
7616	11 	22 	16 	55 	44.188 	3240 	3990 	3380 	0.090 
7617	11 	22 	16 	55 	52.900 	3210 	3900 	3470 	0.010 
7618	11 	22 	16 	56 	36.001 	3270 	4080 	3710 	-0.380 
7619	11 	22 	16 	58 	46.285 	4110 	4470 	3560 	0.440 
7620	11 	22 	17 	2 	22.422 	4260 	4740 	3320 	1.120 
7621	11 	22 	17 	3 	22.616 	3270 	4080 	3260 	0.120 
7622	11 	22 	17 	3 	26.857 	2580 	3480 	3290 	-0.250 
7623	11 	22 	17 	3 	52.338 	4290 	4800 	3860 	0.250 
7624	11 	22 	17 	4 	53.791 	4320 	4740 	3830 	0.140 
7625	11 	22 	17 	5 	55.360 	3150 	3810 	3230 	nan
7626	11 	22 	17 	7 	56.405 	4290 	4740 	3410 	0.240 
7627	11 	22 	17 	7 	59.208 	3210 	3930 	3290 	0.240 
7628	11 	22 	17 	8 	22.934 	4080 	4680 	3350 	-0.040 
7629	11 	22 	17 	9 	9.585 	4140 	4710 	3170 	-0.090 
7630	11 	22 	17 	10 	21.132 	4350 	4740 	3380 	nan
7631	11 	22 	17 	10 	33.272 	4200 	4410 	3260 	-0.120 
7632	11 	22 	17 	12 	29.603 	3120 	3840 	3410 	nan
7633	11 	22 	17 	15 	50.023 	3210 	3930 	3560 	0.600 
7634	11 	22 	17 	17 	28.909 	4320 	4740 	3710 	0.010 
7635	11 	22 	17 	18 	9.111 	3030 	3810 	3290 	0.160 
7636	11 	22 	17 	18 	19.382 	3240 	3990 	3380 	0.200 
7637	11 	22 	17 	18 	42.380 	4110 	4710 	3170 	-0.120 
7638	11 	22 	17 	21 	45.287 	3540 	4320 	3170 	-0.200 
7639	11 	22 	17 	26 	4.515 	4110 	4500 	3800 	1.150 
7640	11 	22 	17 	32 	50.734 	4110 	4770 	3440 	-0.220 
7641	11 	22 	17 	43 	3.912 	3060 	3840 	3050 	-0.080 
7642	11 	22 	17 	43 	28.087 	3240 	4050 	3260 	0.150 
7643	11 	22 	17 	46 	6.685 	3030 	3870 	3350 	0.050 
7644	11 	22 	17 	47 	17.787 	3180 	3870 	3410 	0.150 
7645	11 	22 	17 	47 	21.514 	3180 	3840 	3380 	0.150 
7646	11 	22 	17 	48 	50.595 	4260 	4650 	3410 	-0.100 
7647	11 	22 	17 	48 	57.548 	4230 	4680 	3230 	-0.220 
7648	11 	22 	17 	52 	8.500 	3240 	3960 	3500 	0.430 
7649	11 	22 	17 	53 	18.502 	4140 	4440 	3320 	-0.120 
7650	11 	22 	17 	55 	28.465 	3210 	3930 	3380 	0.440 
7651	11 	22 	18 	0 	48.776 	3150 	3900 	3200 	-0.240 
7652	11 	22 	18 	3 	1.415 	3180 	3870 	3320 	-0.010 
7653	11 	22 	18 	5 	29.653 	4110 	4440 	3170 	0.170 
7654	11 	22 	18 	7 	32.880 	3180 	3900 	3380 	0.010 
7655	11 	22 	18 	11 	26.682 	3210 	3960 	3320 	0.350 
7656	11 	22 	18 	13 	21.925 	4200 	4470 	3830 	0.170 
7657	11 	22 	18 	14 	28.260 	3390 	3720 	3770 	-0.290 
7658	11 	22 	18 	16 	47.545 	3210 	3930 	3470 	0.120 
7659	11 	22 	18 	16 	56.165 	3180 	3870 	3500 	0.410 
7660	11 	22 	18 	18 	25.012 	4170 	4470 	3320 	1.720 
7661	11 	22 	18 	20 	6.021 	3150 	3900 	3260 	nan
7662	11 	22 	18 	22 	41.661 	4140 	4800 	3320 	0.160 
7663	11 	22 	18 	23 	47.053 	3180 	3900 	3290 	0.160 
7664	11 	22 	18 	25 	50.328 	3360 	3930 	3710 	0.180 
7665	11 	22 	18 	27 	15.534 	3390 	3930 	3800 	-0.050 
7666	11 	22 	18 	30 	57.151 	3570 	4500 	3260 	0.310 
7667	11 	22 	18 	36 	24.443 	4140 	4530 	3380 	0.140 
7668	11 	22 	18 	52 	50.160 	2670 	4590 	3650 	-0.080 
7669	11 	22 	18 	52 	55.355 	3240 	3990 	3350 	0.050 
7670	11 	22 	18 	53 	13.328 	3210 	4020 	3200 	0.250 
7671	11 	22 	18 	53 	31.540 	4110 	4710 	3290 	0.010 
7672	11 	22 	18 	53 	45.819 	3180 	3930 	3590 	-0.160 
7673	11 	22 	18 	54 	1.536 	3000 	3780 	3440 	0.350 
7674	11 	22 	18 	54 	21.653 	3030 	3810 	3320 	0.210 
7675	11 	22 	18 	54 	32.999 	2970 	3780 	3230 	0.250 
7676	11 	22 	18 	59 	44.461 	4110 	4800 	3320 	-0.990 
7677	11 	22 	19 	5 	27.691 	3000 	3840 	3350 	-0.070 
7678	11 	22 	19 	8 	0.716 	3570 	4470 	3140 	0.320 
7679	11 	22 	19 	8 	45.733 	3150 	3960 	3830 	-0.020 
7680	11 	22 	19 	8 	48.343 	3180 	3960 	3860 	0.010 
7681	11 	22 	19 	9 	31.959 	3210 	3930 	3410 	0.240 
7682	11 	22 	19 	9 	39.828 	3180 	3930 	3770 	0.060 
7683	11 	22 	19 	9 	50.048 	3210 	3900 	3680 	0.180 
7684	11 	22 	19 	10 	53.087 	4110 	4770 	3200 	0.390 
7685	11 	22 	19 	13 	4.590 	3570 	4380 	3590 	nan
7686	11 	22 	19 	17 	49.489 	3180 	3930 	3530 	-0.210 
7687	11 	22 	19 	18 	2.972 	3240 	3960 	3470 	0.180 
7688	11 	22 	19 	18 	49.975 	3030 	3840 	3140 	-0.260 
7689	11 	22 	19 	19 	3.992 	3210 	3930 	3350 	-0.030 
7690	11 	22 	19 	19 	46.219 	4140 	4770 	3440 	-0.590 
7691	11 	22 	19 	20 	45.591 	4260 	4650 	3230 	-0.080 
7692	11 	22 	19 	26 	32.745 	4230 	4500 	3830 	nan
7693	11 	22 	19 	27 	43.563 	4140 	4800 	3290 	0.070 
7694	11 	22 	19 	29 	49.294 	4080 	4650 	3320 	0.050 
7695	11 	22 	19 	31 	52.862 	3180 	3930 	3500 	0.090 
7696	11 	22 	19 	42 	43.360 	3030 	3870 	3500 	-0.430 
7697	11 	22 	19 	48 	41.406 	3210 	3930 	3500 	0.160 
7698	11 	22 	19 	48 	42.770 	3240 	3930 	3500 	0.160 
7699	11 	22 	19 	51 	40.265 	4140 	4800 	3230 	-0.110 
7700	11 	22 	19 	53 	49.452 	4260 	4620 	3260 	0.000 
7701	11 	22 	19 	53 	57.963 	3150 	3840 	3380 	0.130 
7702	11 	22 	19 	58 	23.941 	3150 	3870 	3710 	0.450 
7703	11 	22 	19 	58 	36.589 	3210 	3900 	3290 	0.200 
7704	11 	22 	20 	5 	13.239 	4200 	4440 	3290 	0.050 
7705	11 	22 	20 	5 	48.791 	4260 	4740 	3320 	0.170 
7706	11 	22 	20 	5 	58.740 	4230 	4710 	3530 	0.310 
7707	11 	22 	20 	11 	37.894 	4320 	4740 	3740 	-0.210 
7708	11 	22 	20 	13 	25.778 	3240 	3990 	3290 	0.370 
7709	11 	22 	20 	13 	38.727 	3180 	3900 	3440 	0.210 
7710	11 	22 	20 	15 	27.275 	4140 	4770 	3290 	0.350 
7711	11 	22 	20 	17 	45.169 	4140 	4500 	3230 	0.760 
7712	11 	22 	20 	20 	51.817 	4320 	4770 	3560 	0.250 
7713	11 	22 	20 	22 	11.977 	3180 	3900 	3530 	0.060 
7714	11 	22 	20 	27 	7.331 	4200 	4440 	3410 	0.130 
7715	11 	22 	20 	34 	39.085 	3210 	3960 	3800 	-0.110 
7716	11 	22 	20 	42 	38.605 	4230 	4500 	3500 	-0.040 
7717	11 	22 	20 	44 	45.084 	3390 	3900 	3470 	-0.100 
7718	11 	22 	20 	50 	17.150 	3210 	3930 	3350 	0.200 
7719	11 	22 	20 	50 	29.798 	3180 	3900 	3590 	0.130 
7720	11 	22 	20 	54 	15.642 	4080 	4650 	3500 	-0.590 
7721	11 	22 	21 	0 	0.279 	4230 	4470 	3740 	0.000 
7722	11 	22 	21 	3 	57.226 	3150 	3870 	3680 	0.020 
7723	11 	22 	21 	5 	7.772 	4140 	4500 	3770 	0.950 
7724	11 	22 	21 	7 	53.208 	4200 	4440 	3650 	-0.180 
7725	11 	22 	21 	7 	58.476 	3180 	3990 	3830 	0.030 
7726	11 	22 	21 	8 	17.629 	3240 	3990 	3410 	0.060 
7727	11 	22 	21 	8 	39.986 	3150 	3810 	3740 	0.120 
7728	11 	22 	21 	15 	36.562 	3390 	3900 	3470 	-0.090 
7729	11 	22 	21 	18 	0.299 	4260 	4650 	3230 	-0.450 
7730	11 	22 	21 	22 	40.497 	3180 	3870 	3230 	0.110 
7731	11 	22 	21 	23 	20.026 	3210 	3840 	3410 	-0.330 
7732	11 	22 	21 	30 	52.789 	4260 	4770 	3590 	0.680 
7733	11 	22 	21 	31 	31.827 	3270 	3780 	3200 	0.550 
7734	11 	22 	21 	34 	2.708 	4260 	4740 	3410 	0.190 
7735	11 	22 	21 	37 	1.449 	3060 	3840 	3260 	-0.140 
7736	11 	22 	21 	38 	2.912 	3000 	3810 	3410 	-0.020 
7737	11 	22 	21 	39 	10.951 	2580 	3450 	3410 	-0.430 
7738	11 	22 	21 	40 	31.036 	3060 	3780 	3560 	-0.160 
7739	11 	22 	21 	41 	24.411 	4260 	4440 	3560 	-0.110 
7740	11 	22 	21 	45 	14.931 	4260 	4740 	3260 	-0.030 
7741	11 	22 	21 	46 	21.321 	4170 	4500 	3860 	0.110 
7742	11 	22 	21 	48 	27.106 	3210 	3930 	3470 	0.030 
7743	11 	22 	21 	52 	43.553 	2580 	3450 	3290 	nan
7744	11 	22 	21 	57 	4.662 	3180 	3960 	3530 	-0.440 
7745	11 	22 	21 	59 	59.173 	4170 	4530 	3140 	nan
7746	11 	22 	22 	0 	44.213 	3240 	4020 	3230 	0.020 
7747	11 	22 	22 	3 	43.730 	4110 	4380 	3230 	0.690 
7748	11 	22 	22 	4 	7.554 	4260 	4500 	3350 	0.330 
7749	11 	22 	22 	6 	5.080 	3120 	3840 	3350 	0.180 
7750	11 	22 	22 	8 	3.749 	4170 	4440 	3590 	0.230 
7751	11 	22 	22 	9 	18.612 	3150 	3870 	3560 	0.170 
7752	11 	22 	22 	10 	22.109 	3330 	3600 	3200 	nan
7753	11 	22 	22 	10 	49.567 	4110 	4740 	3290 	0.290 
7754	11 	22 	22 	18 	24.837 	3210 	3960 	3350 	0.290 
7755	11 	22 	22 	28 	9.812 	3180 	3870 	3290 	-0.100 
7756	11 	22 	22 	31 	26.419 	4200 	4470 	3440 	0.470 
7757	11 	22 	22 	32 	6.805 	3270 	4020 	3080 	0.010 
7758	11 	22 	22 	33 	46.298 	3240 	3990 	3380 	0.140 
7759	11 	22 	22 	42 	42.807 	4290 	4500 	3560 	0.130 
7760	11 	22 	22 	43 	19.635 	3030 	3750 	3230 	0.300 
7761	11 	22 	22 	44 	28.031 	3090 	3870 	3110 	0.050 
7762	11 	22 	22 	45 	39.354 	4200 	4440 	3470 	0.150 
7763	11 	22 	22 	47 	51.605 	3210 	3840 	3170 	0.330 
7764	11 	22 	22 	51 	22.454 	3120 	3810 	3260 	0.010 
7765	11 	22 	23 	0 	21.149 	3150 	3810 	3170 	-0.450 
7766	11 	22 	23 	1 	40.090 	4230 	4500 	3830 	0.540 
7767	11 	22 	23 	2 	41.092 	3180 	3810 	3230 	0.170 
7768	11 	22 	23 	3 	3.129 	3210 	3900 	3440 	0.210 
7769	11 	22 	23 	3 	30.630 	4230 	4470 	3410 	0.170 
7770	11 	22 	23 	4 	10.094 	4170 	4530 	3470 	-0.160 
7771	11 	22 	23 	4 	40.987 	4050 	4350 	3350 	nan
7772	11 	22 	23 	6 	27.510 	4170 	4470 	3290 	0.360 
7773	11 	22 	23 	8 	29.209 	3360 	3990 	3710 	-0.310 
7774	11 	22 	23 	9 	21.754 	3120 	3810 	3260 	0.080 
7775	11 	22 	23 	9 	38.563 	3120 	3780 	3260 	-0.070 
7776	11 	22 	23 	9 	51.700 	4140 	4680 	3230 	-0.020 
7777	11 	22 	23 	10 	50.824 	4020 	4620 	3410 	0.020 
7778	11 	22 	23 	13 	5.688 	4260 	4410 	3440 	-0.120 
7779	11 	22 	23 	17 	37.305 	4230 	4500 	3380 	0.370 
7780	11 	22 	23 	18 	11.451 	4110 	4590 	3470 	0.040 
7781	11 	22 	23 	27 	44.580 	4200 	4500 	3440 	0.150 
7782	11 	22 	23 	35 	6.923 	4230 	4500 	3350 	0.300 
7783	11 	22 	23 	38 	7.013 	4230 	4650 	3170 	-0.050 
7784	11 	22 	23 	39 	0.243 	4260 	4470 	3500 	-0.100 
7785	11 	22 	23 	40 	57.949 	4140 	4740 	3230 	-0.260 
7786	11 	22 	23 	43 	25.376 	3150 	3930 	3710 	0.200 
7787	11 	22 	23 	43 	44.268 	3210 	3870 	3350 	0.270 
7788	11 	22 	23 	51 	15.462 	3030 	3870 	3380 	-0.220 
7789	11 	22 	23 	51 	29.433 	4290 	4500 	3500 	-0.310 
7790	11 	22 	23 	55 	31.764 	3240 	3990 	3380 	-0.060 
7791	11 	23 	0 	0 	9.932 	4140 	4530 	3260 	-0.870 
7792	11 	23 	0 	1 	21.320 	3210 	3990 	3710 	0.030 
7793	11 	23 	0 	6 	0.548 	3030 	3870 	3410 	0.040 
7794	11 	23 	0 	6 	18.770 	3180 	3870 	3350 	0.090 
7795	11 	23 	0 	6 	50.676 	3150 	3810 	3170 	0.110 
7796	11 	23 	0 	7 	52.589 	3150 	3810 	3170 	-0.050 
7797	11 	23 	0 	9 	18.549 	3030 	3780 	3380 	-0.010 
7798	11 	23 	0 	9 	27.736 	3120 	3780 	3290 	0.110 
7799	11 	23 	0 	10 	28.290 	3150 	3720 	3200 	-0.210 
7800	11 	23 	0 	11 	39.273 	3090 	3900 	3470 	-0.160 
7801	11 	23 	0 	11 	44.570 	3180 	3900 	3740 	-0.250 
7802	11 	23 	0 	13 	39.945 	4200 	4500 	3410 	-0.180 
7803	11 	23 	0 	15 	19.286 	3120 	3840 	3530 	0.080 
7804	11 	23 	0 	20 	2.742 	3210 	3510 	3470 	nan
7805	11 	23 	0 	22 	49.734 	4260 	4800 	3500 	0.620 
7806	11 	23 	0 	26 	33.409 	4110 	4740 	3320 	0.200 
7807	11 	23 	0 	30 	8.886 	4230 	4500 	3440 	-0.260 
7808	11 	23 	0 	33 	39.277 	3240 	3960 	3560 	-0.110 
7809	11 	23 	0 	33 	56.593 	3210 	3990 	3380 	nan
7810	11 	23 	0 	34 	47.177 	2580 	3480 	3440 	0.370 
7811	11 	23 	0 	35 	14.982 	3180 	3900 	3350 	nan
7812	11 	23 	0 	38 	23.642 	3150 	3840 	3200 	-0.150 
7813	11 	23 	0 	38 	53.326 	3090 	3810 	3350 	nan
7814	11 	23 	0 	39 	1.382 	4200 	4380 	3320 	0.090 
7815	11 	23 	0 	40 	15.266 	3120 	3810 	3350 	-0.470 
7816	11 	23 	0 	40 	30.264 	3120 	3810 	3260 	0.130 
7817	11 	23 	0 	41 	2.446 	3120 	3840 	3170 	-0.190 
7818	11 	23 	0 	42 	37.605 	3120 	3840 	3230 	-0.320 
7819	11 	23 	0 	46 	17.801 	4170 	4500 	3230 	-0.090 
7820	11 	23 	0 	46 	32.870 	3150 	3870 	3110 	0.300 
7821	11 	23 	0 	48 	51.171 	4230 	4530 	3800 	0.060 
7822	11 	23 	0 	52 	37.037 	4230 	4530 	3470 	0.610 
7823	11 	23 	0 	55 	39.644 	3150 	3810 	3380 	0.200 
7824	11 	23 	0 	56 	27.566 	3150 	3840 	3260 	-0.230 
7825	11 	23 	0 	57 	33.322 	4140 	4590 	3230 	-0.480 
7826	11 	23 	0 	59 	20.377 	4140 	4440 	3380 	-0.340 
7827	11 	23 	1 	0 	50.765 	3180 	3840 	3170 	-0.220 
7828	11 	23 	1 	1 	38.141 	3180 	3840 	3110 	-0.140 
7829	11 	23 	1 	2 	36.176 	4140 	4530 	3560 	nan
7830	11 	23 	1 	3 	6.340 	3330 	3870 	3470 	nan
7831	11 	23 	1 	3 	56.471 	3240 	3960 	3380 	0.120 
7832	11 	23 	1 	4 	11.710 	3210 	3930 	3410 	-0.330 
7833	11 	23 	1 	9 	5.168 	4020 	4710 	3230 	-0.240 
7834	11 	23 	1 	9 	24.641 	4140 	4800 	3320 	-0.120 
7835	11 	23 	1 	9 	53.485 	4200 	4500 	3530 	0.110 
7836	11 	23 	1 	11 	36.413 	4080 	4410 	3470 	0.090 
7837	11 	23 	1 	12 	54.869 	4080 	4380 	3320 	nan
7838	11 	23 	1 	15 	33.271 	3180 	3870 	3410 	0.310 
7839	11 	23 	1 	16 	57.088 	3210 	3930 	3320 	0.180 
7840	11 	23 	1 	17 	35.982 	3120 	3780 	3230 	-1.300 
7841	11 	23 	1 	17 	59.472 	3090 	3780 	3260 	-0.530 
7842	11 	23 	1 	18 	17.248 	3150 	3810 	3230 	nan
7843	11 	23 	1 	18 	28.205 	4140 	4530 	3710 	nan
7844	11 	23 	1 	19 	1.584 	3030 	3900 	3230 	-0.120 
7845	11 	23 	1 	20 	32.151 	3210 	3900 	3440 	0.140 
7846	11 	23 	1 	20 	34.436 	3210 	3870 	3410 	0.140 
7847	11 	23 	1 	20 	35.193 	3150 	3840 	3380 	-0.040 
7848	11 	23 	1 	24 	15.265 	4230 	4530 	3470 	0.200 
7849	11 	23 	1 	28 	50.745 	3180 	3930 	3440 	-0.120 
7850	11 	23 	1 	33 	18.599 	3180 	3870 	3470 	0.110 
